name	param	value	pct_change	time_min	C_over_C0
kf_m75	kf	0.025	-0.75	69120.0	0.10256949630357527
kf_m75	kf	0.025	-0.75	70560.0	0.11036278892072347
kf_m75	kf	0.025	-0.75	72000.0	0.11843197500824137
kf_m75	kf	0.025	-0.75	73440.0	0.1267688420754277
kf_m75	kf	0.025	-0.75	74880.0	0.13536461288736662
kf_m75	kf	0.025	-0.75	76320.0	0.14421000022879443
kf_m75	kf	0.025	-0.75	77760.0	0.1532952602734325
kf_m75	kf	0.025	-0.75	79200.0	0.16261024445617006
kf_m75	kf	0.025	-0.75	80640.0	0.17214445011382368
kf_m75	kf	0.025	-0.75	82080.0	0.18188706878316552
kf_m75	kf	0.025	-0.75	83520.0	0.19182703344444776
kf_m75	kf	0.025	-0.75	84960.0	0.2019530633851973
kf_m75	kf	0.025	-0.75	86400.0	0.21225370767104157
kf_m75	kf	0.025	-0.75	87840.0	0.22271738653735643
kf_m75	kf	0.025	-0.75	89280.0	0.2333324309933607
kf_m75	kf	0.025	-0.75	90720.0	0.2440871204496219
kf_m75	kf	0.025	-0.75	92160.0	0.2549697184389211
kf_m75	kf	0.025	-0.75	93600.0	0.2659685064246846
kf_m75	kf	0.025	-0.75	95040.0	0.27707181568176487
kf_m75	kf	0.025	-0.75	96480.0	0.2882680572619416
kf_m75	kf	0.025	-0.75	97920.0	0.2995457500571297
kf_m75	kf	0.025	-0.75	99360.0	0.3108935469817111
kf_m75	kf	0.025	-0.75	100800.0	0.32230025929931017
kf_m75	kf	0.025	-0.75	102240.0	0.33375487912438945
kf_m75	kf	0.025	-0.75	103680.0	0.34524660013316893
kf_m75	kf	0.025	-0.75	105120.0	0.35676483652314933
kf_m75	kf	0.025	-0.75	106560.0	0.36829924026472305
kf_m75	kf	0.025	-0.75	108000.0	0.37983971669194105
kf_m75	kf	0.025	-0.75	109440.0	0.3913764384825423
kf_m75	kf	0.025	-0.75	110880.0	0.4028998580801487
kf_m75	kf	0.025	-0.75	112320.0	0.41440071860637384
kf_m75	kf	0.025	-0.75	113760.0	0.4258700633501563
kf_m75	kf	0.025	-0.75	115200.0	0.43729924385215596
kf_m75	kf	0.025	-0.75	116640.0	0.4486799266562579
kf_m75	kf	0.025	-0.75	118080.0	0.4600040988100001
kf_m75	kf	0.025	-0.75	119520.0	0.4712640721559696
kf_m75	kf	0.025	-0.75	120960.0	0.48245248648073663
kf_m75	kf	0.025	-0.75	122400.0	0.4935623115830315
kf_m75	kf	0.025	-0.75	123840.0	0.5045868483226532
kf_m75	kf	0.025	-0.75	125280.0	0.5155197287107472
kf_m75	kf	0.025	-0.75	126720.0	0.5263549151016017
kf_m75	kf	0.025	-0.75	128160.0	0.5370866985452271
kf_m75	kf	0.025	-0.75	129600.0	0.5477096963584406
kf_m75	kf	0.025	-0.75	131040.0	0.5582188489713249
kf_m75	kf	0.025	-0.75	132480.0	0.5686094161045414
kf_m75	kf	0.025	-0.75	133920.0	0.5788769723309061
kf_m75	kf	0.025	-0.75	135360.0	0.5890174020736527
kf_m75	kf	0.025	-0.75	136800.0	0.5990268940901827
kf_m75	kf	0.025	-0.75	138240.0	0.6089019354961138
